ID,var_rpta_alt,Prob_uno
630446#366309#713543,1,1.0
311534#23916#1004639,0,0.59
422449#761837#318505,0,0.03
433796#597140#483202,0,0.33
227141#461376#618963,0,0.74
196813#525720#554622,1,0.75
410642#388740#691120,1,0.79
296052#536759#543583,1,0.09
78479#315216#767922,0,0.18
147432#150580#937516,1,0.99
586318#731665#348677,0,0.15
386175#263055#819931,0,0.09
77834#107088#980701,0,0.04
358881#840397#239945,0,0.25
263571#618460#461882,1,0.99
263571#618308#462034,1,1.0
549098#1018809#61533,0,0.2
400754#974527#105815,0,0.19
232943#519025#561317,1,0.98
101342#691542#388800,0,0.23
74273#1006305#74037,1,0.99
348286#869268#211074,0,0.21
121658#729463#350879,1,1.0
356465#770873#309469,1,0.23
307478#29834#1014034,0,0.04
344335#460133#620210,1,1.0
329336#51769#1053173,1,1.0
296606#497377#582965,0,0.31
36586#217483#865291,0,0.2
163141#25466#1000402,1,0.99
285887#607522#472820,0,0.03
16079#311413#771731,0,0.07
309284#27753#885439,0,0.07
454821#684037#396305,0,0.26
461014#217330#865444,0,0.03
122291#11200#1012406,0,0.17
547381#4508#1075453,0,0.01
453191#405571#674349,1,0.99
600611#880112#200230,0,0.09
411853#454258#626086,0,0.08
368649#790687#289655,1,0.97
164798#955294#125048,1,0.25
179678#5037#1000217,0,0.09
505746#211483#871271,0,0.04
126478#678582#401760,1,0.4
109679#487205#593137,1,0.96
30015#764574#315768,0,0.12
495084#1006121#74221,1,0.99
586409#284688#798366,0,0.23
474569#900448#179894,0,0.12
620780#558075#522267,1,0.98
152571#278987#804050,1,0.97
138599#260328#822655,0,0.17
369755#261978#821006,1,1.0
77323#633828#446514,1,1.0
324817#8090#1011465,0,0.14
161292#870886#209456,0,0.06
275121#1050540#29802,0,0.46
476994#97698#990069,1,0.99
22093#847799#232543,1,0.99
441931#944101#136241,0,0.04
485915#75013#1035009,0,0.07
51091#805989#274353,1,1.0
159758#574144#506198,1,0.97
310943#28355#884420,0,0.36
240180#674811#405531,0,0.24
128130#351021#729747,0,0.04
115538#1020395#59947,0,0.14
551871#119540#968288,1,0.99
80296#1078921#1421,0,0.06
619678#417230#662766,1,1.0
95718#441236#639080,1,1.0
313447#5841#1077703,0,0.09
20002#227262#855565,1,0.95
63546#734996#345346,1,0.18
346132#687461#392881,1,0.99
152317#34176#1070856,1,0.97
261999#530245#550097,0,0.62
258007#592233#488109,0,0.05
504308#835584#244758,0,0.23
254311#594064#486278,0,0.04
498589#852157#228185,1,1.0
619011#507944#572398,0,0.19
40607#981157#99185,0,0.06
627709#355346#724521,0,0.16
630746#274061#808957,1,0.97
187497#837762#242580,0,0.05
508776#382677#697174,0,0.22
77402#562251#518091,0,0.16
538908#289228#793835,0,0.15
625610#309815#773317,0,0.15
342819#868569#211773,0,0.14
65291#946435#133907,1,0.94
143945#560217#520125,0,0.28
144921#1041925#38417,0,0.1
161759#1008226#72116,0,0.11
594963#100192#987585,1,1.0
309250#24848#1003557,0,0.0
94040#86415#1018849,0,0.47
394289#819792#260550,1,0.97
112220#347372#733346,0,0.18
50050#221618#861171,1,0.2
164798#1055757#24585,1,0.92
362683#441629#638679,1,0.99
580262#810149#270193,0,0.15
310574#31251#878366,0,0.08
179952#979166#101176,1,0.91
33556#1080255#87,0,0.06
442857#994761#85581,1,0.41
128852#1014847#65495,1,1.0
194097#9404#999293,0,0.11
464102#898840#181502,0,0.27
44145#869231#211111,0,0.07
552876#805747#274595,0,0.2
71406#1038241#42101,1,0.24
574277#438969#641335,0,0.18
243379#756957#323385,0,0.05
473554#558699#521643,0,0.09
146371#1004483#75859,1,1.0
260932#212375#870375,0,0.06
301772#657869#422473,1,0.99
5129#833208#247134,0,0.39
583197#873434#206908,1,0.99
302345#33543#1071487,1,0.97
190232#365815#714038,1,0.96
585623#639744#440598,1,1.0
546750#975046#105296,1,0.37
600983#955948#124394,1,0.3
128665#485550#594792,0,0.03
137708#1054705#25637,0,0.2
493492#289351#793711,0,0.24
3025#297171#785930,0,0.7
576358#627638#452704,0,0.29
117845#788864#291478,1,1.0
597944#226696#856114,1,1.0
253673#129119#958731,1,0.99
518069#1025395#54947,1,0.92
493217#1006452#73890,1,0.81
453700#495943#584399,1,0.44
339545#698324#382018,0,0.35
430871#295972#787131,0,0.06
339988#421799#658185,1,0.12
455670#217733#865038,1,0.99
556958#630005#450337,1,0.9
561066#182162#905974,0,0.29
40060#798552#281790,1,0.25
532874#159327#928780,0,0.03
397569#943926#136416,1,1.0
619214#10686#1003154,1,0.2
208346#669977#410365,0,0.17
221550#338847#741796,1,0.32
296727#163725#924394,1,0.98
313803#2568#998584,0,0.01
279052#626004#454338,0,0.41
332646#869305#211037,0,0.07
31282#316744#766402,0,0.04
135751#394230#685680,1,0.99
528891#246424#836572,1,0.13
460095#202090#883152,1,0.99
409889#612407#467935,0,0.05
300520#244160#838840,1,1.0
203880#638699#441643,0,0.03
120273#88297#1017007,1,0.99
51328#780#1009577,0,0.04
307731#30807#1013874,0,0.02
105020#181903#906231,0,0.07
143505#249543#833457,0,0.03
86044#1016734#63608,0,0.25
577519#12041#1005111,0,0.03
291152#192150#896091,1,0.62
307875#30206#1007916,0,0.01
522022#37506#1067556,0,0.33
64322#646182#434160,0,0.8
46086#792497#287845,0,0.5
201532#31415#753244,0,0.22
605007#265849#817151,0,0.81
225761#1021601#58741,0,0.19
366218#628866#451476,1,1.0
118599#551263#529079,0,0.04
388701#192584#895661,1,0.97
433950#64713#1040296,1,0.97
161775#731961#348381,0,0.08
86028#129854#957990,1,1.0
370395#68742#1036300,0,0.03
449361#370093#709758,0,0.09
634111#884327#196015,1,0.92
44400#1005430#74912,0,0.09
608184#781333#299009,0,0.1
312899#22792#1002518,0,0.03
414037#831251#249091,1,0.34
58334#928703#151639,1,1.0
80692#141517#946582,0,0.18
291385#610608#469734,0,0.22
531687#1014380#65962,0,0.12
550719#616852#463490,0,0.12
356311#254609#828382,0,0.04
103187#82399#1022851,0,0.05
352672#911368#168974,0,0.06
381916#1048536#31806,1,0.2
259677#589360#490982,0,0.15
627641#59956#1045020,1,0.74
594676#704836#375506,1,0.96
331438#851510#228832,0,0.05
269615#1042689#37653,1,0.24
212372#802913#277429,0,0.5
614556#485013#595329,1,0.99
523306#421100#658886,1,0.98
503399#896822#183520,1,0.99
481347#455225#625115,1,0.99
75342#222273#860523,0,0.58
299104#175116#912988,1,1.0
630256#820066#260276,0,0.06
98709#441029#639287,0,0.27
86683#236399#846526,0,0.05
600797#1079340#1002,0,0.11
81928#777515#302827,1,0.99
320450#76911#1028170,0,0.26
209640#380189#699668,1,0.99
599371#177306#910805,0,0.12
100691#432282#647795,0,0.1
391447#612820#467522,1,1.0
315342#674053#406289,1,0.98
488537#82892#1022356,1,0.91
266365#331778#748788,1,1.0
90244#437306#642985,0,0.06
513976#494937#585405,0,0.34
145877#986725#93617,0,0.14
423944#446253#634085,1,1.0
312564#477214#603128,0,0.4
391863#837931#242411,0,0.1
56350#349736#731021,0,0.19
41946#1070581#9761,1,0.95
23726#559750#520592,1,0.33
442922#378392#701465,1,1.0
193245#606673#473669,1,0.38
152022#34837#1070209,0,0.64
267417#800650#279692,1,0.2
525715#7661#1078211,0,0.03
181406#987214#93128,0,0.31
386574#65124#1039888,0,0.35
92692#97154#990618,0,0.04
111615#307181#775943,0,0.0
35821#504807#575535,0,0.27
356610#68542#1036500,0,0.07
477507#640833#439509,0,0.3
91709#317551#765594,1,0.94
126285#41187#1063913,1,0.99
59244#480306#600036,0,0.07
235823#920167#160175,0,0.1
203942#638157#442185,0,0.0
298744#240383#842636,0,0.25
166171#428632#651364,0,0.17
296582#3265#1077055,0,0.11
537031#491928#588414,0,0.27
220051#991276#89066,0,0.05
545756#362703#717152,1,0.99
81962#559681#520661,1,0.94
534290#389433#690417,0,0.07
169588#298250#784852,0,0.11
210407#456714#623607,1,1.0
131085#802569#277773,0,0.1
362035#57673#1047294,1,0.5
367832#41989#1063114,1,1.0
24145#505010#575332,0,0.38
525700#400467#679439,1,0.15
190000#234211#848638,0,0.21
183090#111430#976375,1,1.0
155969#567476#512866,0,0.21
557385#523765#556577,0,0.11
112052#524644#555698,0,0.33
469552#269879#813133,0,0.22
331073#157602#930498,1,0.99
92084#924651#155691,1,1.0
12777#1010464#69878,1,1.0
488213#87120#1018142,0,0.35
25516#191175#897063,0,0.59
447273#323281#759849,0,0.08
191248#296491#786613,1,0.28
220704#836406#243936,0,0.1
445477#127004#960833,1,1.0
62583#325655#757478,0,0.1
46638#329129#751562,0,0.09
154551#128752#959097,1,0.99
477924#654604#425738,0,0.15
228073#564028#516314,0,0.28
410676#967567#112775,0,0.07
66482#23359#1074782,1,1.0
586464#429184#650816,1,1.0
579972#69091#1035956,1,0.99
135458#147603#940491,1,0.99
463813#291001#792057,0,0.28
270375#414343#665582,0,0.03
150363#480118#600224,0,0.32
153916#171456#916677,1,0.82
153746#843185#237157,0,0.08
314684#16473#1005546,0,0.11
100192#667305#413037,0,0.13
256665#35200#1069853,1,0.98
433426#223979#858821,0,0.29
222536#1013504#66838,0,0.29
326256#280272#802768,1,0.29
549221#529235#551107,1,0.99
379381#120767#967054,1,0.99
271482#1046885#33457,0,0.16
17165#293668#789413,0,0.11
303179#1060375#19967,0,0.65
410419#239978#843046,0,0.13
256475#660817#419525,1,0.99
350527#874291#206051,0,0.11
304718#977342#103000,1,0.27
199415#982435#97907,0,0.26
107162#258297#824688,0,0.08
2476#772995#307347,0,0.21
379577#280034#803010,1,0.99
240452#269882#813131,0,0.06
260106#592204#488138,1,0.11
11360#302058#781054,0,0.31
338729#689761#390581,0,0.24
199912#1072629#7713,1,0.97
66287#563080#517262,0,0.17
579502#41789#1063316,1,0.99
257728#965766#114576,0,0.3
428236#76319#1028752,0,0.25
74916#870737#209605,0,0.09
101292#144383#943718,0,0.02
3404#235067#847808,0,0.04
170497#730724#349618,1,0.32
565817#652835#427507,1,0.21
536705#897689#182653,0,0.01
357538#879760#200582,0,0.22
499328#255544#827439,0,0.01
149099#164307#923808,1,1.0
620159#214685#868070,0,0.4
298948#473488#606854,0,0.05
591778#752958#327384,1,1.0
428934#306745#776372,1,0.98
344812#298003#785103,0,0.15
314227#19287#1001893,0,0.2
191911#963428#116914,0,0.34
264340#428866#651130,1,0.78
181001#46322#1058506,0,0.18
523937#54710#1050239,0,0.43
125761#171124#917014,1,1.0
23731#847443#232899,1,1.0
373007#888734#191608,1,0.87
440315#421053#658935,1,0.97
453172#783892#296450,1,0.28
265590#575841#504501,1,0.21
100334#688342#392000,0,0.11
559426#334595#745994,1,0.99
35546#816343#263999,0,0.15
410405#72423#1032632,0,0.4
416969#304521#778585,1,1.0
138633#946839#133503,0,0.22
494816#812691#267651,0,0.08
585649#872580#207762,0,0.11
559179#741712#338630,1,1.0
563935#119067#968759,1,0.79
154953#1078647#1695,0,0.2
69768#170901#917237,1,1.0
619796#64870#1040139,0,0.15
546637#750679#329663,1,0.25
412627#107828#979966,1,1.0
202082#901496#178846,0,0.01
78089#255727#827255,0,0.02
11973#1023882#56460,0,0.34
278674#463877#616465,0,0.33
271180#801512#278830,1,0.37
65925#301326#781789,1,0.68
291492#873398#206944,0,0.04
237462#684070#396272,0,0.05
348380#719545#360797,1,0.34
449012#74538#1030510,1,1.0
233167#1068314#12028,1,0.56
320450#243674#839326,0,0.09
542910#164702#904438,0,0.08
456085#379550#700303,1,0.99
626750#905784#174558,1,1.0
15682#496699#583643,1,0.35
411362#185946#902205,0,0.02
606305#988859#91483,1,1.0
618189#20486#999677,0,0.74
562808#59463#1045513,0,0.19
69187#679877#400465,0,0.18
216262#131680#956195,1,1.0
310756#27966#883939,0,0.02
228996#973632#106710,1,0.99
622629#276133#806893,1,0.16
61806#266110#816892,1,0.15
489961#739826#340516,1,1.0
210426#1003439#76903,1,1.0
386666#218133#864637,0,0.65
135026#568225#512117,1,1.0
20258#878934#201408,1,0.93
621568#1070528#9814,1,0.7
412086#1914#1007137,0,0.07
523184#647739#432603,1,0.63
498581#111009#976799,0,0.04
599786#999950#80392,0,0.33
214783#90429#1014902,0,0.39
499524#58843#1046131,0,0.07
390258#110859#976948,0,0.22
137208#869508#210834,1,0.94
331983#307031#776090,1,0.83
217885#342436#738227,0,0.04
221392#135322#952770,1,1.0
232689#745685#334657,1,0.27
52956#511680#568662,0,0.16
386170#740429#339913,0,0.38
90883#1059988#20354,0,0.33
530959#661509#418833,0,0.33
427217#253973#829023,1,0.98
523826#698711#381631,1,0.88
251402#807492#272850,1,0.95
79225#759048#321294,1,1.0
13868#134036#953985,0,0.18
265054#1000459#79883,1,0.88
533997#1028004#52338,1,0.97
228017#134342#953702,1,0.58
313885#24795#1010532,0,0.0
514048#770959#309383,1,0.97
603854#77110#1027974,1,0.85
228995#204056#881194,1,0.97
331701#749385#330957,0,0.08
381283#41253#1063848,1,0.98
316059#2476#1078536,0,0.07
315715#10900#1003897,0,0.01
607070#876393#203949,0,0.17
535132#552290#528052,0,0.4
259684#789462#290880,0,0.34
488002#396524#683387,1,0.93
296675#175660#912439,1,0.98
43723#544099#536243,0,0.12
430885#2521#1000094,1,0.99
617196#772078#308264,1,1.0
178598#607202#473140,1,0.41
418584#610591#469751,0,0.15
437350#440690#639620,1,0.99
79350#242929#840082,1,1.0
14592#521727#558615,0,0.09
577107#107818#979977,0,0.2
547977#885111#195231,0,0.06
396236#264393#818597,1,1.0
552941#518098#562244,1,1.0
632995#107481#980312,1,0.87
241875#309248#773875,1,0.97
594136#259546#823442,0,0.27
233755#179425#908698,1,0.93
302944#657838#422504,0,0.04
167986#332086#748480,0,0.19
505206#703667#376675,1,1.0
22643#817656#262686,0,0.25
562731#884792#195550,1,0.98
161174#1057632#22710,0,0.29
438802#743767#336575,0,0.09
109611#132462#955459,0,0.22
346107#650497#429845,0,0.3
596208#884112#196230,0,0.02
537553#570959#509383,0,0.03
142686#447779#632574,1,0.58
494038#626744#453598,0,0.62
510099#793345#286997,0,0.22
377448#752906#327436,1,1.0
618793#518467#561875,0,0.07
617916#283819#799232,1,0.15
627520#313365#769771,0,0.23
136571#43687#1062285,0,0.14
445288#535914#544428,0,0.02
231588#1066687#13655,1,0.99
497554#73120#1031935,0,0.15
351249#424979#654998,0,0.08
110132#109073#978723,1,0.83
111740#86225#1019039,0,0.03
165114#750143#330199,1,0.93
588592#1017210#63132,1,0.38
67759#500107#580235,1,0.65
245203#131864#956026,0,0.19
152619#565008#515334,1,0.72
248028#869198#211144,0,0.03
418717#845740#234602,0,0.18
398617#546253#534089,0,0.19
162602#547282#533060,0,0.29
288430#853324#227018,1,0.52
223499#1058006#22336,0,0.78
172382#659520#420822,1,0.56
318263#71702#1033360,1,0.98
461357#1042170#38172,1,1.0
414327#692728#387614,1,0.23
181187#231011#851822,0,0.04
531195#1052182#28160,1,0.89
134080#537224#543118,0,0.32
550386#362328#717526,1,1.0
291428#867779#212563,0,0.13
23418#98269#989498,1,0.99
458526#233536#849296,0,0.2
549690#1018825#61517,1,1.0
563454#324505#758624,0,0.06
469441#739966#340376,1,1.0
112347#949702#130640,1,0.78
173637#123889#963942,1,1.0
489371#146773#941319,1,0.98
431298#868949#211393,1,0.92
509230#903930#176412,1,1.0
23947#176121#911975,1,1.0
156533#260096#822883,0,0.17
135274#817466#262876,1,0.31
612928#662560#417782,1,1.0
551757#313407#769728,0,0.31
219361#838682#241660,0,0.09
374159#1077221#3121,1,1.0
199988#185569#902578,0,0.22
597283#490917#589425,1,0.42
165308#253837#829163,1,0.74
241310#988753#91589,0,0.3
353726#884013#196329,0,0.31
470461#810723#269619,1,0.99
365163#960799#119543,0,0.22
496291#825119#255223,1,0.99
623965#138270#949829,1,0.77
330740#1049267#31075,0,0.33
52817#899861#180481,0,0.01
232500#429055#650940,1,0.99
461490#589703#490639,1,1.0
306891#483503#596839,0,0.27
205737#1014663#65679,0,0.23
237597#681821#398521,1,1.0
474585#12959#1073399,1,0.96
234326#2291#1074240,0,0.1
325670#56124#1048831,0,0.06
42039#945860#134482,0,0.2
596732#737201#343141,1,0.29
298336#764449#315893,1,0.86
8427#597829#482513,0,0.14
284824#1049804#30538,1,0.78
519498#385725#694127,0,0.18
620122#593116#487226,1,1.0
195697#306349#776763,0,0.01
513383#750784#329558,1,0.23
218799#1077130#3212,1,0.74
144769#275199#807829,1,0.96
606098#1062519#17823,0,0.23
223950#524694#555648,0,0.06
600625#497755#582587,0,0.07
103057#480636#599706,1,0.98
83679#336662#743923,1,0.99
237385#9966#1080078,1,0.21
488866#999194#81148,1,0.97
526635#6561#876569,0,0.16
459087#326869#756259,1,0.79
356245#253024#829985,1,0.72
271121#813673#266669,0,0.92
105620#688334#392008,1,0.92
378727#1070516#9826,1,0.99
106026#91003#996722,1,0.97
306858#833699#246643,0,0.03
117975#454159#626184,1,1.0
160240#44472#1060347,0,0.59
279960#651609#428733,1,0.18
276792#795115#285227,0,0.28
311534#23916#1074075,0,0.6
455395#452580#627774,0,0.06
44013#627579#452763,1,1.0
153560#734088#346254,1,0.71
357054#442645#637660,1,1.0
548400#418724#661272,1,0.99
406567#1056999#23343,1,0.77
562214#303350#779755,1,0.84
184843#434006#646148,0,0.1
383209#189709#898523,0,0.21
276118#800734#279608,1,0.98
76307#247242#835756,0,0.01
286323#977222#103120,1,0.92
31588#504764#575578,0,0.13
197278#1044711#35631,0,0.19
262444#25422#1007732,0,0.06
311753#832384#247958,1,0.9
299997#631966#448376,0,0.16
250611#1000405#79937,1,1.0
578362#211576#871178,1,0.43
370534#370532#709314,1,1.0
310635#26844#877171,0,0.05
528997#789070#291272,1,0.81
413133#70042#1035007,0,0.02
609925#229380#853456,1,0.96
485505#385806#694045,1,1.0
105101#508244#572098,1,1.0
362399#1050399#29943,0,0.16
263220#756938#323404,0,0.23
411249#27424#754090,1,0.92
33719#979790#100552,1,0.61
183854#982575#97767,1,0.99
291504#129303#958547,0,0.08
632165#983462#96880,1,0.92
115998#410401#669525,0,0.07
463363#271182#811830,1,1.0
209465#674873#405469,1,1.0
315443#487724#592618,0,0.08
188117#443688#636635,0,0.07
616980#881146#199196,0,0.05
51382#840746#239596,1,1.0
296052#536829#543513,1,0.18
24423#505657#574685,0,0.28
368194#225068#857741,1,1.0
246740#981795#98547,0,0.26
97544#779472#300870,1,1.0
95700#621984#458358,0,0.06
118253#328063#755083,1,0.14
293846#605588#474754,0,0.06
213463#887969#192373,0,0.04
264171#1040106#40236,0,0.09
271680#560812#519530,0,0.1
107788#314253#768886,0,0.02
488448#389341#690508,0,0.21
262430#986091#94251,0,0.15
9710#135400#952693,0,0.17
22867#991047#89295,0,0.27
12140#643970#436372,1,0.64
404943#962769#117573,1,0.14
401272#607831#472511,1,0.33
70584#873797#206545,0,0.01
476861#280113#802931,1,0.78
539795#468270#612072,0,0.04
76032#603651#476691,1,1.0
274663#144060#944043,0,0.09
95238#637954#442388,1,0.27
155142#188974#899223,1,0.99
615527#484723#595619,1,0.98
207545#352406#727463,0,0.1
440189#986905#93437,0,0.21
352950#907436#172906,1,1.0
548106#665108#415234,1,1.0
485931#776068#304274,1,1.0
279218#522097#558245,1,0.19
548051#1059255#21087,1,1.0
462000#120761#967060,1,0.99
511871#770993#309349,1,0.17
211233#640016#440326,0,0.17
7200#288638#794427,0,0.22
621800#163948#924170,1,0.9
261907#39797#1065294,0,0.33
171928#471674#608668,1,0.83
219423#723874#356468,0,0.19
583965#765562#314780,0,0.17
606745#305994#777117,1,0.99
574211#855377#224965,1,0.28
396601#77696#1027391,1,0.91
616235#875993#204349,1,0.99
428253#1069105#11237,0,0.1
320629#318580#764560,1,0.97
225710#731660#348682,1,1.0
295804#281103#801941,0,0.05
273431#250722#832279,0,0.26
518011#67293#1037740,1,0.99
330612#645498#434844,1,0.26
268963#464360#615982,1,0.97
408547#1042745#37597,0,0.17
240585#540024#540318,0,0.08
335981#923572#156770,0,0.09
239265#317639#765504,1,0.87
315966#786901#293441,1,0.59
94203#235090#847786,0,0.05
378945#870217#210125,0,0.06
94181#360483#719379,1,0.27
399292#961252#119090,0,0.13
54681#324621#758511,1,0.99
567180#496640#583702,1,0.98
463563#382210#697644,1,0.92
236306#244018#838981,0,0.16
363600#715266#365076,1,1.0
446356#808493#271849,0,0.11
350327#76878#1028200,1,0.95
270582#553462#526880,0,0.07
98803#802946#277396,0,0.05
260806#649810#430532,0,0.38
391911#245927#837069,1,0.99
101614#435581#644645,0,0.34
142596#791297#289045,0,0.2
594647#440880#639434,1,0.96
314774#13878#885988,0,0.0
208894#489377#590965,1,1.0
266443#514778#565564,1,0.31
429149#18619#997171,0,0.31
199826#347898#732832,1,0.89
590442#521781#558561,1,1.0
370945#598478#481864,0,0.14
308567#27421#883490,0,0.0
485475#157745#930355,1,0.66
536313#315944#767196,0,0.12
267798#7546#1007469,1,0.16
296500#693656#386686,0,0.23
340688#925645#154697,1,0.98
566588#246885#836110,0,0.07
624872#352579#727292,1,0.8
569493#829392#250950,0,0.26
12137#825736#254606,1,0.99
538757#1027915#52427,0,0.26
1182#393223#686681,1,0.96
420800#379304#700552,1,0.9
501995#793657#286685,1,0.99
432839#212925#869832,0,0.15
28086#343287#737377,1,0.16
536379#257392#825589,0,0.15
109096#693933#386409,0,0.38
194834#599227#481115,1,0.98
214827#164992#923135,1,0.99
313378#25212#752440,0,0.07
56094#107308#980485,0,0.17
115841#542233#538109,1,1.0
193469#229627#853204,0,0.09
380229#1069907#10435,1,0.96
149277#371827#708023,1,0.99
582096#957842#122500,1,0.73
197198#274405#808618,1,0.41
243763#260448#822533,0,0.19
92881#708940#371402,1,0.98
284572#839623#240719,1,0.77
129584#824428#255914,1,0.99
53625#700336#380006,0,0.1
408750#604028#476314,0,0.04
541270#409197#670728,1,0.98
275209#149653#938440,0,0.16
395258#593898#486444,0,0.98
127524#436713#636208,0,0.37
29782#783785#296557,0,0.3
160993#778189#302153,1,0.97
134865#1049556#30786,0,0.25
313419#24135#1002789,0,0.02
7085#153995#934121,1,1.0
205404#1022345#57997,0,0.42
104124#194718#893537,0,0.69
87076#851799#228543,1,0.86
295236#886135#194207,1,0.09
8229#959355#120987,1,0.98
629498#15329#1012693,1,0.81
207089#664834#415508,1,1.0
595572#1079444#898,1,0.93
582036#370796#709051,1,0.86
438018#453053#627296,0,0.04
397793#1040425#39917,1,0.41
243997#557384#522958,0,0.29
182046#475848#604494,0,0.04
152534#1008347#71995,0,0.34
198164#835340#245002,0,0.6
309769#32652#883775,0,0.29
33915#930634#149708,0,0.14
420241#52808#1052145,0,0.18
135822#623521#456821,1,0.98
112771#155956#932139,1,0.84
259875#510538#569804,1,1.0
49197#604597#475745,0,0.03
518758#312990#770147,1,0.99
241177#963045#117297,0,0.19
125049#100926#986848,0,0.09
506876#984522#95820,0,0.13
540872#852988#227354,0,0.08
80467#457245#623085,1,1.0
43138#195602#892653,1,0.89
592403#1060366#19976,0,0.27
471962#237011#845934,0,0.1
23900#514033#566309,0,0.07
142080#747963#332379,0,0.01
187751#601013#479329,1,1.0
397172#118714#969118,0,0.2
327083#109981#977817,1,0.98
50471#706797#373545,1,1.0
368666#507556#572786,1,0.19
36125#982394#97948,0,0.05
16167#794948#285394,1,0.89
619779#910546#169796,0,0.36
94522#534368#545974,0,0.22
406288#724985#355357,0,0.29
259648#612075#468267,1,0.97
161336#732957#347385,1,1.0
572619#821877#258465,0,0.17
512151#867672#212670,0,0.12
546231#859445#220897,0,0.22
75112#867906#212436,1,0.89
466800#909407#170935,0,0.11
18599#714942#365400,1,1.0
486879#958448#121894,1,0.99
93597#794140#286202,1,0.97
540296#114268#973552,1,0.98
543138#458633#621711,0,0.17
53197#697592#382750,1,0.88
416585#65473#1039542,0,0.21
399998#391444#688461,0,0.34
322289#816061#264281,1,0.99
222763#631212#449130,1,0.88
376037#826048#254294,0,0.15
20856#488529#591813,1,0.72
133994#302198#780915,0,0.18
223468#1057305#23037,1,0.36
375932#323801#759330,1,1.0
507552#150576#937520,1,1.0
584185#858870#221472,0,0.46
436457#586370#493972,1,0.2
611877#688702#391640,0,0.24
183200#1001512#78830,0,0.08
67589#29120#727995,0,0.03
407405#755226#325116,0,0.19
323218#573459#506883,0,0.31
19839#9511#1080657,0,0.1
154831#942422#137920,0,0.05
347176#158834#929277,1,0.96
192264#238882#844126,0,0.63
214924#439510#640794,0,0.19
323228#759935#320407,0,0.18
232717#1074998#5344,1,0.2
376093#1063710#16632,0,0.22
507181#158567#929544,1,0.78
405321#76616#1028452,1,0.69
617372#866922#213420,0,0.08
32027#521577#558765,0,0.09
104030#436582#643684,0,0.04
601825#542281#538061,0,0.78
28634#280851#802192,0,0.1
359066#562698#517644,0,0.31
261822#1046602#33740,1,0.98
466997#922020#158322,0,0.04
171204#283039#800016,1,1.0
460441#867915#212427,1,0.23
393913#362429#717426,1,1.0
23580#1067484#12858,1,0.46
286209#780503#299839,1,1.0
30976#317648#765494,0,0.05
367921#115528#972290,1,1.0
146531#179899#908224,0,0.07
237702#37645#1067415,1,0.67
206448#168957#919178,0,0.01
598802#402483#677436,1,0.98
356349#395471#684440,1,1.0
626379#532643#547699,0,0.39
553795#592597#487745,1,1.0
288194#344119#736558,0,0.45
281955#882591#197751,0,0.03
605456#1047706#32636,0,0.12
163171#31969#752172,0,0.03
482467#770025#310317,1,1.0
360696#142220#945879,1,1.0
408787#358672#721187,0,0.07
529196#625291#455051,1,0.76
260132#607853#472489,0,0.36
34201#175034#913072,0,0.12
519690#699113#381229,0,0.26
429250#955283#125059,0,0.76
447058#542186#538156,0,0.11
513589#217066#865706,1,1.0
284962#859258#221084,0,0.36
280535#961271#119071,1,1.0
58327#102736#985033,1,1.0
568216#199200#889066,0,0.1
305446#29951#1008602,0,0.07
107173#301315#781800,1,0.98
428121#215345#867410,1,0.11
607307#178891#909232,0,0.35
562966#872871#207471,0,0.05
428541#157048#931051,0,0.11
274394#1065594#14748,0,0.16
412360#208399#874311,1,1.0
33063#647301#433041,1,0.97
75655#816567#263775,1,0.93
72663#901525#178817,0,0.08
387129#819835#260507,1,1.0
507356#245800#837197,1,0.99
317133#846011#234331,1,1.0
510188#700436#379906,0,0.14
479540#310569#772569,1,0.75
143856#401911#678005,0,0.07
213877#299373#783724,1,0.97
143285#766490#313852,1,0.69
346565#407678#672238,0,0.2
585545#714928#365414,1,1.0
370719#650317#430025,0,0.01
174729#738562#341780,0,0.1
429007#806177#274165,1,0.99
36092#641698#438644,0,0.02
493059#146845#941247,0,0.04
8403#602510#477832,0,0.0
395258#593890#486452,0,0.98
496792#832318#248024,0,0.06
146692#84257#1020999,0,0.02
266764#562196#518146,1,0.27
348166#86991#1018274,1,0.98
106802#501776#578566,1,1.0
225062#560028#520314,1,1.0
250670#129070#958780,1,1.0
598897#897060#183282,1,0.98
283733#778551#301791,0,0.21
507339#39034#1066062,1,1.0
201755#785547#294795,1,0.97
381958#713496#366846,0,0.72
51260#474563#605779,0,0.19
443480#145185#942912,1,0.99
87767#1046929#33413,1,0.98
343997#587882#492460,0,0.2
96860#845085#235257,0,0.06
386211#1017888#62454,1,0.61
300223#861546#218796,1,0.19
19703#652473#427869,0,0.06
153986#951284#129058,0,0.11
309965#830279#250063,1,1.0
182429#144071#944032,1,0.74
460230#543223#537119,0,0.06
262605#79360#1025808,1,1.0
473116#313784#769354,1,0.97
32101#818689#261653,1,0.96
62575#260132#822848,0,0.1
384117#1032904#47438,1,0.97
377003#836511#243831,0,0.14
500427#724403#355939,1,0.97
57724#560033#520309,0,0.18
532938#883154#197188,1,0.89
93882#859865#220477,1,0.47
360627#1052453#27889,0,0.39
554698#446821#633525,0,0.23
274611#335440#745143,0,0.14
406776#513505#566837,0,0.1
142019#276691#806337,0,0.05
485128#43801#1061019,0,0.69
627451#74425#1030624,0,0.01
78714#340527#740117,0,0.45
